league,team,date,venue,opponent,gf,ga,result,points,jogo_n,roll5_points,roll5_gf,roll5_ga,roll5_goal_diff,roll5_over_2_5,roll5_under_2_5,roll5_btts,roll5_team_scored,roll5_clean_sheet
D1,Dortmund,2025-10-25,H,FC Koln,1,0,W,3,8,2.0,1.2,0.6,0.6,0.2,0.8,0.4,1.0,0.6
D1,Dortmund,2025-10-31,A,Augsburg,1,0,W,3,9,2.0,1.2,0.6,0.6,0.2,0.8,0.4,1.0,0.6
D1,Dortmund,2025-11-08,A,Hamburg,1,1,D,1,10,1.6,1.0,0.8,0.2,0.2,0.8,0.6,1.0,0.4
D1,Dortmund,2025-11-22,H,Stuttgart,3,3,D,1,11,1.6,1.4,1.2,0.2,0.4,0.6,0.6,1.0,0.4
D1,Dortmund,2025-11-29,A,Leverkusen,2,1,W,3,12,2.2,1.6,1.0,0.6,0.4,0.6,0.6,1.0,0.4
D1,Dortmund,2025-12-07,H,Hoffenheim,2,0,W,3,13,2.2,1.8,1.0,0.8,0.4,0.6,0.6,1.0,0.4
D1,Dortmund,2025-12-14,A,Freiburg,1,1,D,1,14,1.8,1.8,1.2,0.6,0.4,0.6,0.8,1.0,0.2
D1,Dortmund,2025-12-19,H,M'gladbach,2,0,W,3,15,2.2,2.0,1.0,1.0,0.4,0.6,0.6,1.0,0.4
D1,Dortmund,2026-01-09,A,Ein Frankfurt,3,3,D,1,16,2.2,2.0,1.0,1.0,0.4,0.6,0.6,1.0,0.4
D1,Dortmund,2026-01-13,H,Werder Bremen,3,0,W,3,17,2.2,2.2,0.8,1.4,0.4,0.6,0.4,1.0,0.6
D1,Dortmund,2026-01-17,H,St Pauli,3,2,W,3,18,2.2,2.4,1.2,1.2,0.6,0.4,0.6,1.0,0.4
D1,Dortmund,2026-01-24,A,Union Berlin,3,0,W,3,19,2.6,2.8,1.0,1.8,0.8,0.2,0.4,1.0,0.6
D1,Dortmund,2026-02-01,H,Heidenheim,3,2,W,3,20,2.6,3.0,1.4,1.6,1.0,0.0,0.6,1.0,0.4
D1,Dortmund,2026-02-07,A,Wolfsburg,2,1,W,3,21,3.0,2.8,1.0,1.8,1.0,0.0,0.6,1.0,0.4
D1,Dortmund,2026-02-13,H,Mainz,4,0,W,3,22,3.0,3.0,1.0,2.0,1.0,0.0,0.6,1.0,0.4
D1,Dortmund,2026-02-21,A,RB Leipzig,2,2,D,1,23,2.6,2.8,1.0,1.8,1.0,0.0,0.6,1.0,0.4
D1,Dortmund,2026-02-28,H,Bayern Munich,2,3,L,0,24,2.0,2.6,1.6,1.0,1.0,0.0,0.8,1.0,0.2
D1,Dortmund,2026-03-07,A,FC Koln,2,1,W,3,25,2.0,2.4,1.4,1.0,1.0,0.0,0.8,1.0,0.2
D1,Dortmund,2026-03-14,H,Augsburg,2,0,W,3,26,2.0,2.4,1.2,1.2,0.8,0.2,0.6,1.0,0.4
D1,Dortmund,2026-03-21,H,Hamburg,3,2,W,3,27,2.0,2.2,1.6,0.6,0.8,0.2,0.8,1.0,0.2
D1,Dortmund,2026-04-04,A,Stuttgart,2,0,W,3,28,2.4,2.2,1.2,1.0,0.6,0.4,0.6,1.0,0.4
D1,Ein Frankfurt,2025-08-23,H,Werder Bremen,4,1,W,3,1,3.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0
D1,Ein Frankfurt,2025-08-30,A,Hoffenheim,3,1,W,3,2,3.0,3.5,1.0,2.5,1.0,0.0,1.0,1.0,0.0
D1,Ein Frankfurt,2025-09-12,A,Leverkusen,1,3,L,0,3,2.0,2.6666666666666665,1.6666666666666667,1.0,1.0,0.0,1.0,1.0,0.0
D1,Ein Frankfurt,2025-09-21,H,Union Berlin,3,4,L,0,4,1.5,2.75,2.25,0.5,1.0,0.0,1.0,1.0,0.0
D1,Ein Frankfurt,2025-09-27,A,M'gladbach,6,4,W,3,5,1.8,3.4,2.6,0.8,1.0,0.0,1.0,1.0,0.0
D1,Ein Frankfurt,2025-10-04,H,Bayern Munich,0,3,L,0,6,1.2,2.6,3.0,-0.4,1.0,0.0,0.8,0.8,0.0
D1,Ein Frankfurt,2025-10-19,A,Freiburg,2,2,D,1,7,0.8,2.4,3.2,-0.8,1.0,0.0,0.8,0.8,0.0
D1,Ein Frankfurt,2025-10-25,H,St Pauli,2,0,W,3,8,1.4,2.6,2.6,0.0,0.8,0.2,0.6,0.8,0.2
D1,Ein Frankfurt,2025-11-01,A,Heidenheim,1,1,D,1,9,1.6,2.2,2.0,0.2,0.6,0.4,0.6,0.8,0.2
D1,Ein Frankfurt,2025-11-09,H,Mainz,1,0,W,3,10,1.6,1.2,1.2,0.0,0.4,0.6,0.4,0.8,0.4
D1,Ein Frankfurt,2025-11-22,A,FC Koln,4,3,W,3,11,2.2,2.0,1.2,0.8,0.4,0.6,0.6,1.0,0.4
D1,Ein Frankfurt,2025-11-30,H,Wolfsburg,1,1,D,1,12,2.2,1.8,1.0,0.8,0.2,0.8,0.6,1.0,0.4
D1,Ein Frankfurt,2025-12-06,A,RB Leipzig,0,6,L,0,13,1.6,1.4,2.2,-0.8,0.4,0.6,0.6,0.8,0.2
D1,Ein Frankfurt,2025-12-13,H,Augsburg,1,0,W,3,14,2.0,1.4,2.0,-0.6,0.4,0.6,0.4,0.8,0.4
D1,Ein Frankfurt,2025-12-20,A,Hamburg,1,1,D,1,15,1.6,1.4,2.2,-0.8,0.4,0.6,0.6,0.8,0.2
D1,Ein Frankfurt,2026-01-09,H,Dortmund,3,3,D,1,16,1.2,1.2,2.2,-1.0,0.4,0.6,0.6,0.8,0.2
D1,Ein Frankfurt,2026-01-13,A,Stuttgart,2,3,L,0,17,1.0,1.4,2.6,-1.2,0.6,0.4,0.6,0.8,0.2
D1,Ein Frankfurt,2026-01-16,A,Werder Bremen,3,3,D,1,18,1.2,2.0,2.0,0.0,0.6,0.4,0.8,1.0,0.2
D1,Ein Frankfurt,2026-01-24,H,Hoffenheim,1,3,L,0,19,0.6,2.0,2.6,-0.6,0.8,0.2,1.0,1.0,0.0
D1,Ein Frankfurt,2026-01-31,H,Leverkusen,1,3,L,0,20,0.4,2.0,3.0,-1.0,1.0,0.0,1.0,1.0,0.0
D1,Ein Frankfurt,2026-02-06,A,Union Berlin,1,1,D,1,21,0.4,1.6,2.6,-1.0,0.8,0.2,1.0,1.0,0.0
D1,Ein Frankfurt,2026-02-14,H,M'gladbach,3,0,W,3,22,1.0,1.8,2.0,-0.2,0.8,0.2,0.8,1.0,0.2
D1,Ein Frankfurt,2026-02-21,A,Bayern Munich,2,3,L,0,23,0.8,1.6,2.0,-0.4,0.8,0.2,0.8,1.0,0.2
D1,Ein Frankfurt,2026-03-01,H,Freiburg,2,0,W,3,24,1.4,1.8,1.4,0.4,0.6,0.4,0.6,1.0,0.4
D1,Ein Frankfurt,2026-03-08,A,St Pauli,0,0,D,1,25,1.6,1.6,0.8,0.8,0.4,0.6,0.4,0.8,0.6
D1,Ein Frankfurt,2026-03-14,H,Heidenheim,1,0,W,3,26,2.0,1.6,0.6,1.0,0.4,0.6,0.2,0.8,0.8
D1,Ein Frankfurt,2026-03-22,A,Mainz,1,2,L,0,27,1.4,1.2,1.0,0.2,0.4,0.6,0.4,0.8,0.6
D1,Ein Frankfurt,2026-04-05,H,FC Koln,2,2,D,1,28,1.6,1.2,0.8,0.4,0.4,0.6,0.4,0.8,0.6
D1,FC Koln,2025-08-24,A,Mainz,1,0,W,3,1,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
D1,FC Koln,2025-08-31,H,Freiburg,4,1,W,3,2,3.0,2.5,0.5,2.0,0.5,0.5,0.5,1.0,0.5
D1,FC Koln,2025-09-13,A,Wolfsburg,3,3,D,1,3,2.3333333333333335,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333
D1,FC Koln,2025-09-20,A,RB Leipzig,1,3,L,0,4,1.75,2.25,1.75,0.5,0.75,0.25,0.75,1.0,0.25
D1,FC Koln,2025-09-28,H,Stuttgart,1,2,L,0,5,1.4,2.0,1.8,0.2,0.8,0.2,0.8,1.0,0.2
D1,FC Koln,2025-10-03,A,Hoffenheim,1,0,W,3,6,1.4,2.0,1.8,0.2,0.8,0.2,0.8,1.0,0.2
D1,FC Koln,2025-10-18,H,Augsburg,1,1,D,1,7,1.0,1.4,1.8,-0.4,0.6,0.4,0.8,1.0,0.2
D1,FC Koln,2025-10-25,A,Dortmund,0,1,L,0,8,0.8,0.8,1.4,-0.6,0.4,0.6,0.6,0.8,0.2
D1,FC Koln,2025-11-02,H,Hamburg,4,1,W,3,9,1.4,1.4,1.0,0.4,0.4,0.6,0.6,0.8,0.2
D1,FC Koln,2025-11-08,A,M'gladbach,1,3,L,0,10,1.4,1.4,1.2,0.2,0.4,0.6,0.6,0.8,0.2
D1,FC Koln,2025-11-22,H,Ein Frankfurt,3,4,L,0,11,0.8,1.8,2.0,-0.2,0.6,0.4,0.8,0.8,0.0
D1,FC Koln,2025-11-29,A,Werder Bremen,1,1,D,1,12,0.8,1.8,2.0,-0.2,0.6,0.4,0.8,0.8,0.0
D1,FC Koln,2025-12-06,H,St Pauli,1,1,D,1,13,1.0,2.0,2.0,0.0,0.6,0.4,1.0,1.0,0.0
D1,FC Koln,2025-12-13,A,Leverkusen,0,2,L,0,14,0.4,1.2,2.2,-1.0,0.4,0.6,0.8,0.8,0.0
D1,FC Koln,2025-12-20,H,Union Berlin,0,1,L,0,15,0.4,1.0,1.8,-0.8,0.2,0.8,0.6,0.6,0.0
D1,FC Koln,2026-01-10,A,Heidenheim,2,2,D,1,16,0.6,0.8,1.4,-0.6,0.2,0.8,0.6,0.6,0.0
D1,FC Koln,2026-01-14,H,Bayern Munich,1,3,L,0,17,0.4,0.8,1.8,-1.0,0.4,0.6,0.6,0.6,0.0
D1,FC Koln,2026-01-17,H,Mainz,2,1,W,3,18,0.8,1.0,1.8,-0.8,0.6,0.4,0.6,0.6,0.0
D1,FC Koln,2026-01-25,A,Freiburg,1,2,L,0,19,0.8,1.2,1.8,-0.6,0.8,0.2,0.8,0.8,0.0
D1,FC Koln,2026-01-30,H,Wolfsburg,1,0,W,3,20,1.4,1.4,1.6,-0.2,0.8,0.2,0.8,1.0,0.2
D1,FC Koln,2026-02-08,H,RB Leipzig,1,2,L,0,21,1.2,1.2,1.6,-0.4,0.8,0.2,0.8,1.0,0.2
D1,FC Koln,2026-02-14,A,Stuttgart,1,3,L,0,22,1.2,1.2,1.6,-0.4,0.8,0.2,0.8,1.0,0.2
D1,FC Koln,2026-02-21,H,Hoffenheim,2,2,D,1,23,0.8,1.2,1.8,-0.6,0.8,0.2,0.8,1.0,0.2
D1,FC Koln,2026-02-27,A,Augsburg,0,2,L,0,24,0.8,1.0,1.8,-0.8,0.6,0.4,0.6,0.8,0.2
D1,FC Koln,2026-03-07,H,Dortmund,1,2,L,0,25,0.2,1.0,2.2,-1.2,0.8,0.2,0.8,0.8,0.0
D1,FC Koln,2026-03-14,A,Hamburg,1,1,D,1,26,0.4,1.0,2.0,-1.0,0.6,0.4,0.8,0.8,0.0
D1,FC Koln,2026-03-21,H,M'gladbach,3,3,D,1,27,0.6,1.4,2.0,-0.6,0.6,0.4,0.8,0.8,0.0
D1,FC Koln,2026-04-05,A,Ein Frankfurt,2,2,D,1,28,0.6,1.4,2.0,-0.6,0.6,0.4,0.8,0.8,0.0
D1,Freiburg,2025-08-23,H,Augsburg,1,3,L,0,1,0.0,1.0,3.0,-2.0,1.0,0.0,1.0,1.0,0.0
D1,Freiburg,2025-08-31,A,FC Koln,1,4,L,0,2,0.0,1.0,3.5,-2.5,1.0,0.0,1.0,1.0,0.0
D1,Freiburg,2025-09-13,H,Stuttgart,3,1,W,3,3,1.0,1.6666666666666667,2.6666666666666665,-1.0,1.0,0.0,1.0,1.0,0.0
D1,Freiburg,2025-09-20,A,Werder Bremen,3,0,W,3,4,1.5,2.0,2.0,0.0,1.0,0.0,0.75,1.0,0.25
D1,Freiburg,2025-09-28,H,Hoffenheim,1,1,D,1,5,1.4,1.8,1.8,0.0,0.8,0.2,0.8,1.0,0.2
D1,Freiburg,2025-10-05,A,M'gladbach,0,0,D,1,6,1.6,1.6,1.2,0.4,0.6,0.4,0.6,0.8,0.4
D1,Freiburg,2025-10-19,H,Ein Frankfurt,2,2,D,1,7,1.8,1.8,0.8,1.0,0.6,0.4,0.6,0.8,0.4
D1,Freiburg,2025-10-26,A,Leverkusen,0,2,L,0,8,1.2,1.2,1.0,0.2,0.4,0.6,0.4,0.6,0.4
D1,Freiburg,2025-11-01,A,Union Berlin,0,0,D,1,9,0.8,0.6,1.0,-0.4,0.2,0.8,0.4,0.4,0.4
D1,Freiburg,2025-11-09,H,St Pauli,2,1,W,3,10,1.2,0.8,1.0,-0.2,0.4,0.6,0.4,0.4,0.4
D1,Freiburg,2025-11-22,A,Bayern Munich,2,6,L,0,11,1.0,1.2,2.2,-1.0,0.6,0.4,0.6,0.6,0.2
D1,Freiburg,2025-11-30,H,Mainz,4,0,W,3,12,1.4,1.6,1.8,-0.2,0.6,0.4,0.4,0.6,0.4
D1,Freiburg,2025-12-06,A,Heidenheim,1,2,L,0,13,1.4,1.8,1.8,0.0,0.8,0.2,0.6,0.8,0.4
D1,Freiburg,2025-12-14,H,Dortmund,1,1,D,1,14,1.4,2.0,2.0,0.0,0.8,0.2,0.8,1.0,0.2
D1,Freiburg,2025-12-20,A,Wolfsburg,4,3,W,3,15,1.4,2.4,2.4,0.0,0.8,0.2,0.8,1.0,0.2
D1,Freiburg,2026-01-10,H,Hamburg,2,1,W,3,16,2.0,2.4,1.4,1.0,0.8,0.2,0.8,1.0,0.2
D1,Freiburg,2026-01-14,A,RB Leipzig,0,2,L,0,17,1.4,1.6,1.8,-0.2,0.6,0.4,0.8,0.8,0.0
D1,Freiburg,2026-01-18,A,Augsburg,2,2,D,1,18,1.6,1.8,1.8,0.0,0.6,0.4,0.8,0.8,0.0
D1,Freiburg,2026-01-25,H,FC Koln,2,1,W,3,19,2.0,2.0,1.8,0.2,0.8,0.2,0.8,0.8,0.0
D1,Freiburg,2026-02-01,A,Stuttgart,0,1,L,0,20,1.4,1.2,1.4,-0.2,0.6,0.4,0.6,0.6,0.0
D1,Freiburg,2026-02-07,H,Werder Bremen,1,0,W,3,21,1.4,1.0,1.2,-0.2,0.4,0.6,0.4,0.6,0.2
D1,Freiburg,2026-02-14,A,Hoffenheim,0,3,L,0,22,1.4,1.0,1.4,-0.4,0.6,0.4,0.4,0.6,0.2
D1,Freiburg,2026-02-22,H,M'gladbach,2,1,W,3,23,1.8,1.0,1.2,-0.2,0.6,0.4,0.4,0.6,0.2
D1,Freiburg,2026-03-01,A,Ein Frankfurt,0,2,L,0,24,1.2,0.6,1.4,-0.8,0.4,0.6,0.2,0.4,0.2
D1,Freiburg,2026-03-07,H,Leverkusen,3,3,D,1,25,1.4,1.2,1.8,-0.6,0.6,0.4,0.4,0.6,0.2
D1,Freiburg,2026-03-15,H,Union Berlin,0,1,L,0,26,0.8,1.0,2.0,-1.0,0.6,0.4,0.4,0.4,0.0
D1,Freiburg,2026-03-22,A,St Pauli,2,1,W,3,27,1.4,1.4,1.6,-0.2,0.6,0.4,0.6,0.6,0.0
D1,Freiburg,2026-04-04,H,Bayern Munich,2,3,L,0,28,0.8,1.4,2.0,-0.6,0.6,0.4,0.6,0.6,0.0
D1,Hamburg,2025-08-24,A,M'gladbach,0,0,D,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
D1,Hamburg,2025-08-29,H,St Pauli,0,2,L,0,2,0.5,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.5
D1,Hamburg,2025-09-13,A,Bayern Munich,0,5,L,0,3,0.3333333333333333,0.0,2.3333333333333335,-2.3333333333333335,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333
D1,Hamburg,2025-09-20,H,Heidenheim,2,1,W,3,4,1.0,0.5,2.0,-1.5,0.5,0.5,0.25,0.25,0.25
D1,Hamburg,2025-09-28,A,Union Berlin,0,0,D,1,5,1.0,0.4,1.6,-1.2,0.4,0.6,0.2,0.2,0.4
D1,Hamburg,2025-10-05,H,Mainz,4,0,W,3,6,1.4,1.2,1.6,-0.4,0.6,0.4,0.2,0.4,0.4
D1,Hamburg,2025-10-18,A,RB Leipzig,1,2,L,0,7,1.4,1.4,1.6,-0.2,0.8,0.2,0.4,0.6,0.4
D1,Hamburg,2025-10-25,H,Wolfsburg,0,1,L,0,8,1.4,1.4,0.8,0.6,0.6,0.4,0.4,0.6,0.4
D1,Hamburg,2025-11-02,A,FC Koln,1,4,L,0,9,0.8,1.2,1.4,-0.2,0.6,0.4,0.4,0.6,0.4
D1,Hamburg,2025-11-08,H,Dortmund,1,1,D,1,10,0.8,1.4,1.6,-0.2,0.6,0.4,0.6,0.8,0.2
D1,Hamburg,2025-11-22,A,Augsburg,0,1,L,0,11,0.2,0.6,1.8,-1.2,0.4,0.6,0.6,0.6,0.0
D1,Hamburg,2025-11-30,H,Stuttgart,2,1,W,3,12,0.8,0.8,1.6,-0.8,0.4,0.6,0.6,0.6,0.0
D1,Hamburg,2025-12-07,H,Werder Bremen,3,2,W,3,13,1.4,1.4,1.8,-0.4,0.6,0.4,0.8,0.8,0.0
D1,Hamburg,2025-12-13,A,Hoffenheim,1,4,L,0,14,1.4,1.4,1.8,-0.4,0.6,0.4,0.8,0.8,0.0
D1,Hamburg,2025-12-20,H,Ein Frankfurt,1,1,D,1,15,1.4,1.4,1.8,-0.4,0.6,0.4,0.8,0.8,0.0
D1,Hamburg,2026-01-10,A,Freiburg,1,2,L,0,16,1.4,1.6,2.0,-0.4,0.8,0.2,1.0,1.0,0.0
D1,Hamburg,2026-01-17,H,M'gladbach,0,0,D,1,17,1.0,1.2,1.8,-0.6,0.6,0.4,0.8,0.8,0.2
D1,Hamburg,2026-01-23,A,St Pauli,0,0,D,1,18,0.6,0.6,1.4,-0.8,0.4,0.6,0.6,0.6,0.4
D1,Hamburg,2026-01-31,H,Bayern Munich,2,2,D,1,19,0.8,0.8,1.0,-0.2,0.4,0.6,0.6,0.6,0.4
D1,Hamburg,2026-02-07,A,Heidenheim,2,0,W,3,20,1.2,1.0,0.8,0.2,0.4,0.6,0.4,0.6,0.6
